Comment,Score
"Effexor is risky. The years that I took Effexor were fantastic, but the withdrawal symptoms are just as bad as everyone says. In fact, after about three years Effexor stopped working for me out of the blue. There was no controlled withdrawal. My symptoms were the &quot;brain zaps&quot; or an &quot;electric shock&quot; feeling in my head. My mind felt like a skipping record. I was severely depressed and cried all the time. That said, I am now starting to take it again after taking Prozac for several years. Prozac doesn't make me feel as good as Effexor did, so I'm taking it again. Hopefully I'll have another few good years on it before I have to push through withdrawal.",2
On August 12 I had protected sex but we realized the condom broke. He came completely inside of me and I was freaking out!! I just got done with my period so I was close to ovulation. I got the pill the very next day and took it within 12 hours. 2 days after taking it I got another &quot;period&quot;. It's actually your uterine line shedding tricking your body to think that you already ovulated. Don't freak out ladies!! Stay calm so your period doesn't get delayed! I just got my period 4 weeks after my induced period. So it's right on time. The side effects however were not pleasant. I've been having headaches and kind of nauseous. My period seems heavier (just got it today) and the cramps are worse but overall I'm just happy to have gotten my period.,2
"Got this in March it's now end of August. It does a good job of birth control because I've had unprotected sex over 3x with this and I'm not pregnant. but its so annoying because I spot for 3 weeks, that's way too long. It's stressful and I hate it. I gained 3 pounds, I'm only keeping it for the birth control and because it regulates my addictive sexual activity.",2
"I have been on Loestrin 24 FE for four months now. It was prescribed to me after I finished breast feeding. For the most part I liked the pill until I started having my period twice a month and it lasts for a week, on top of that I get very, very irritable right before they start. I occasionally get dizzy spells.",2
"Started taking it this evening and the injection didn't hurt at all, didn't even feel it.  I did feel a little  itchy and burning sensation after though.  I did have a little panic attack after I think I had just worked myself up for all of the worse side effects.  It's been a few hours and haven't felt any nausea or any other side effects. Hopefully it will stay that way.  Excited to start this journey.",2
"Prescribed to help with rheumatoid arthritis symptoms.  Takes some of the joint swelling down, but only after sleeping (i.e. not doing ANYTHING with my body). Doesn't help with pain management unless taken with an opiate analgesic. So far, only side effects experienced are moderate headache (especially if I don't eat), insomnia (only 4-2 hours sleep instead of 2-8) and excruciating shoulder pain about 2 hours after dose.  Ironic, considering I'm trying to stop the joint pain.  Still, much better.",2
Dr. doubled dose to 2 tablets per day...within 24 hours feet were swollen but blood pressure did go down.....can't win!,2
"I've been taking the meds for 12 days which was prescribed 3 pills every 8 hours 200mg for 3days.  I have the metallic taste in my mouth, burning sensation in stomach, diarrhea, nausea, lost of appetite..I can't bare taking 3 a day but tomorrow I will try",2
I have chronic fatigue with my MS.  I tried Provigil several months ago but it gave me a severe headache and I felt spaced out.  Tried Nuvigil just today and felt jittery in the early part of the day and a bit light headed but I think I'll stick with it and see if I get the benefits others describe.  I didn't take a nap as usual today and I hope to feel more focused and energetic with my job soon.,2
"I tried Qysmia 2.2 dosage for 43 days and lost 12 pounds  but the side effect I didn't desire any junk. I didn't take every day as prescribed because of the side effects. Insomnia, dry mouth, tingling in feet, tiredness.  The worst side effects has come since I have been off the medicine for 4 days. I have pain in my genital area and constant chills.  I now see that these are listed as possible side effects. I think that people should return back to the post to warn of what comes after you withdraw from the medicine.  Not worth the 12 pounds weight loss. Everything comes with a price.",2
"I had Implanon inserted in December 2009. The insertion was fine and I had very little pain or bruising. It has now been in my arm for nine months and I am having to deal with the following: Acne, increased appetite, loss of sex drive and horrible mood swings and I generally feel very low in myself. I am due to have it taken out today and hope that I can return back to the woman I was.",2
"I've been taking doxycycline for a month due to a trip to Africa, I will be taking it for a further month now that I am home. I get awful heartburn and nausea and would not choose to take it again. My parter takes an alternative, more expensive treatment with no side effect what so ever, I will be choosing that medication in future!",2
"I have mixed feelings about Skyla. The people were right when they said getting in was painful. Hands down one of the top worst feelings ever. Still get period, still get cramps. But..... I never got never got pregnant and that is great.",2
"This medication worked very fast except I got an yeast infection by the 3rd day. Women, definitely take Canesten during the course of this medication, if you are sensitive to antibiotics.",2
"I have mixed feelings about viibryd. I'm switching off of it now, after about a year on it. I found that I did help, but seemed to make me more anxious at first. I didn't have any other side effects.  After being on it for a while, I noticed if I was even a couple hours late on my dose, I would be a complete mess--crying, panicking, just feeling terrible. I've never had such a strong reaction to just being late on taking a medication. I'm not even talking about missing a full day.  This is the main reason why I wanted to get off of viibryd. I stayed on it for fear of withdrawal symptoms and my depression and anxiety worsened. Currently taking celexa and today is my first day with no viibyrid.",2
Ok so I was due to start this at 2pm. It's now 8:40pm and I'm still struggling to choke down the first dose. I don't wish this on anyone and I shudder to think I have to do this again in the morning. Just make it taste like water!,2
"I'm a 24 y/o male and have been on Topiramate for almost a month.. Started with 22mg daily increment and increased dosage by 22mg every week. I was suppose to make it up to 30mg daily, but that hasn't happened. . The first week was good. Second week I did notice the pins and needles sensations all over. When I got up to 22mg per day my brain fog was BAD, my anxiety sky rocketed, and I seemed to have more headaches. I've started to have panic attacks and have been scared to drive lately or even go to the store which is so unusual for me. I am also sleeping hours upon hours at a time and I am also getting tingling sensation in face and arm which is scaring the heck out of me. Going to stop taking without consulting doctor.",2
"I am 23, no kids. I have had Skyle for almost two years now. The insertion was not bad at all (2 out of 3 pain). When I left and went home is when I was in serious pain. I was miserable. Bent over crying and it hurt so bad it made me vomit so my husband took me to the ER thinking it had gone out of place, turns out it was &quot;normal&quot; pain. So they gave me pain medicine and sent me home. After that I bled for 3 weeks still with cramps and spotted for a few months, while still getting my period. Everything has been fine up until about two months ago and I've started getting really bad cramps again. Like I did when I first had it inserted. I am not sure what is going on but with this much pain I am seriously considering getting it taken out.",2
"Although for some reason Lyrica seemed to make my pain medications oxycontin last longer or work better, Lyrica made my legs swell up. The pain was unbearable from the swelling and in the end I had a lot of broken veins. If you're swelling up and your doctor says &quot;oh, you just ate too much salt this week&quot; get another opinion to get off Lyrica and see if the swelling doesn't stop. I wish I could take it, it really did help. Good luck to all with Fibromyalgia, it's an awful and painful disease.",2
"I've started on Phentermine 11 Aug 2012 with a starting weight at 292.4lb. Today, 14 Aug 2012 I weigh 293.0 lb. I've started back walking a mile on my break at work. I will start working out at home for an hr, 3-4 days a week. Let's see what happens.  I am so tired of this weight. I have let myself go. I know how to eat healthy, but have just let other things get in the way. Now my mind is set and I am ready for the new me.",2
"I have had Mirena for a little over a month now. As soon as I put it in I got acne, its been a problem for me when I was in my teens and was almost completely gone by time I was 20.  I am 22 almost 23 and now it's almost as bad as when I was 12. I have to wash my face every day with acne creams, to help control the break outs, most of which are on my back. I have all sorts of mood swings and my husband says that I haven't really been the same since it was inserted. I am going to be looking into a way to off set this. Every once and a while I will get the breast tenderness, but it's not much worse then when I was breastfeeding and often goes away in minutes. I have a horrible time remembering to do things, so when I was taking a pill everyday I had to rely on my cellphone alarm going off to take the pill and even then if it wasn't close by or if I was in the middle of doing something I wouldn't stop to go take the pill. I love that I don't really have to worry about it.  My doctor told me since I hadn't been getting my period while breastfeeding, Mirena would more then likely stop my periods, which so far I haven't even spotted one day.  I haven't had any problems with weight gain. I have maintained the same weight as when it was inserted, though I am trying now to start losing weight, so we shall see how that goes. Overall at this moment I would recommend it to others. As long as I can off set this funk I am in.",2
"I had basically perfect skin until my freshman year of college. my doctor prescribed this to me and it worked for my acne on my chin the next day and basically clearly my forehead. The after using it once a day, my skin became dry and irritated. it was flaky and my skin broke out because of the dead skin on my face. It really doesn't work anymore and I keep trying it but now I realize it's too harsh for my skin and I should use something lighter. also any type of moisturizer on my face made it burn like hell.",2
"I have been dealing with insomnia on and off for over 3 years. I have always managed it with OTC meds like Unisom. Finally decided to see a doc about it after having to take 3-4 Unisom a night (I was feeling like a zombie till 3 am!). She prescribed 22 mg of Vistaril - take one at bed time. Last night was my first time using it and it took a few hours to get me to sleep. All night I had weird, vivid dreams and it was hard to tell if I was asleep or awake. I felt on the brink of deep sleep, but still awake. It's hard to describe. I am going to give it a week and see how it goes. I was a bit groggy this morning, but not like on Unisom.",2
"I started Victoza just over 3 weeks ago and I have had no side effects whatsoever.  I feel great and am losing weight, and for the first time in my life I've experienced feeling full and satisfied.  I've never had that feeling before.  I've felt full (after eating much more than when on this drug) but never satisfied.  It was a remarkable feeling.  I've had a great experience and I hope to continue as I've a lot to lose.  However, I do fear the potential for pancreatic cancer and will do more research on this.",2
"This medicine worked to relieve my nasal congestion, but gave me severe insomnia.  I stayed up for an entire night.  I also experienced dry mouth. ",2
"Crestor was doing a very good job in bringing my total cholesterol from 242 to 121. However, after a year and a half I could not stretch without pulling a muscle. I am 34 lbs. So the dosage was reduced to 1/2 of a 2mg tablet, which did not work, my number came up to 219.  I also have gastroesophageal reflux disease (GERD), recently I got a bad GERD pain in my chest, I had to take an antacid before, during and after I ate. When I quit Crestor the pain and the head confusion went away. I felt great.  Now my numbers from exercise, eating the right foods that help lower LDLs and raise HDLs have got my total to 232 with all LDLs in normal range with my HDLs high.  My doctor is now trying me on fibrates.",2
Very active and fit- 32 yrs old and have been on Aromasin for almost 3mo. I was on Tamoxifen for 2 years previously. It was a cake walk compared to Aromasin. I haven't slept through the night a single night since starting A. My hands are swollen and weak and they ache all the time. I have joint pain all over and am terribly stuff when I sit in the same position for long. I'm tired and have a hard time working out (I used to live for this)  My vision is blurry sometimes.  This blows but I'm hoping the SEs will improve soon.,2
I have had an okay time with this medication. My back pain has been so severe that I have been on opiates for about 2 years.,2
"I am 24 and had a stent put in with 92% blockage. I was put on Metoprolol 22mg along with atorvastatin and effient. The first month or so was tough as I had headaches, chest pains shortness of breath, etc. I think a large part of it was anxiety from a life changing surprise condition. No more headaches and anxiety is much, much better. I have a bit of shortness of breath, even when sitting at times, but I have been able to jog at the gym. Just started again this week and went 30 minute today. Overall, not sure if anything is working, but I am trying to just trust my Doctor and listen to my body. Very tough emotionally, but adjusting.",2
"I took Cymbalta for the first time last night. Within an hour I was falling asleep on the couch, which I never do. Usually I have insomnia, but I slept through the night. However, when I woke up I was violently nauseous and had to take an anti nausea medication (which I sometimes use when my anxiety is really bad cause it makes me sick). I attempted to go about my normal day, but found myself having to take two naps because I was excessively tired. I've been watching and reading about this medication all day and I am terrified to take another dose because of the side effects and ultimate withdrawal I'll experience if it doesn't work out. I noticed today, through my headache and tiredness that I felt more calm. I'm praying it works for me!",2
"Seems to help. I take 30 mg, twice a day in a combination with Lortab 3. Have not had any of the listed side effects other than, I tend to anger quicker, nothing that can't be controlled.",2
"I started a very low dosage and worked upward until I found what worked for me (40mg). However, as my depression got worse and worse, the Prozac actually stopped working altogether no matter how much it was increased! It's a good medicine for mild to moderate depression, but there are better choices for major depression.",2
"So I've been on this birth control a little over a month, and now that I read some of the reviews I know I'm not crazy. This pill makes you feel depressed. I'm on the second pack and skipped the sugar pill because I did that with the first birth control I was on and my periods went away. Now I haven't got an actual period but I've been spotting for about 2 days now. Two of days I noticed more blood but still not a lot my regular periods are usually 2 days long so hopefully this is the last day of this weird bleeding. Also the blood looks different first it was very light like a pinkest color, than brown, the back to that light pink color then dark red and looks watery.",2
This medicine (and Synthroid) raises my blood pressure.,2
"Suprep Bowl Prep Kit was the vilest tasting thing I've encountered in 22 years.  If you plan to use this preparation for a colonoscopy, find a way to mask the taste.  The Suprep left me with a very upset stomach nearly 24 hours after ingesting the first of the two bottles.  At times, while drinking the preparation I experienced some nausea.  It did do the job of cleaning the colon, but it took a very long time to do it.  The drug may work wonders for others, but I won't touch it again.",2
"I have been on the Viibryd for a month.  I have had NOTHING.  I feel no different than before I started.  No side effects and no change.  Recently, I have been on the 40mg for 2 weeks now and I cannot sleep and I wake up SOAKED in sweat. This is my first attempt at an antidepressant, so maybe it is not the right one for me.",2
"The second pill made me feel confused, anxious, lightheaded.",2
"I was origininally on Loestrin 24 Fe for almost three years, I then switched to this because loestrin 24 Fe switched brands I guess? So I figured I'd try something new. I'm 19 and have now been on lo loestrin for almost 2 months, I have noticed a major breakout of acne in my chin area. I never breakout so it was very unusual for that to occur, I as well noticed a weight gain of abuout 2-2 pounds just in these two months. I am pretty active and eat well and normally can't gain weight, so I am still not happy about that. I have also noticed having intense headaches, I'm not sure if its from the birth control, but i've never had them like this before. The pill does decrease any cramping or nausea I had previously. Probably going to switch back",2
"It makes you go, that's for sure. Took one before bed and got up to give my baby a bottle at 4.30am, gave him his bottle but when I was putting him back into his cot I felt sudden sharp cramping and I knew I had to run to the bathroom. Had violent diarrhea and intense cold sweating, I started feeling nauseous and extreme abdominal pain, so bad that I woke up on the floor covered In sweat, I don't know how long I passed out for but I was so confused when I woke, the pain was gone. I passed out cause my body couldn't handle that level of pain ..I've had two children and didn't pass out...this stuff is  unbelievable",2
"I took my first dosage around 2pm and by the next morning I felt drunk and disoriented. My side effects are as follows: grinding my teeth, awaking off and on all night, shaking, dilated pupils, mild stomach ache and headache, fatigue, weakness, nervous, loss of appetite (which I was okay with) and diarrhea. I couldn't stand for very long therefore I didn't even attempt going to work. So, I stayed in bed all day and probably by 4 or 2pm that day I felt a lot better. Still groggy but I could function. I skipped taking another dose and went to work the next morning feeling like it was still in my system and I felt good. I'm weaning onto the medicine by 1/4 of the pill for a week then 1/2 the second and so on. Seems to be working and no side effects.",2
"I've been on this birth control for almost a year. It started out great and my periods were regular and light. My breasts also got bigger, which was an advantage. Right away I noticed the biggest change in my lifestyle: my sex drive plummeted and I became extremely emotional. I went from having sex with my boyfriend every day to maybe once a week, and it so difficult for me to get turned on. I'll watch a commercial with a dog in it and cry, or sob uncontrollably when my boyfriend does something nice for me. It's ridiculous. I also gained a lot of weight since starting Mononessa, and always feel tired and foggy. It has been effective with preventing pregnancy, but is not the right birth control for me.",2
I have had nexplanon for almost a year and it is effective in one way but I have had so many problems not having a cycle or two months of a cycle. Emotional moods to laughing to crying to smiling to being depressed.,2
"I got this implant on the 13th of November 2012... I've been bleeding since. Plus, acne ! Everywhere. I've been on accutane when I was younger and now I have acne all over again because of this implant. It is currently March and this marks my 2th month and I'm STILL bleeding. My gynecologist says it takes about 2 months for the bleeding to subside. If my bleeding doesn't stop by the end of the month then I'm getting this out of me.",2
"My first shot of depo was great, no mood swings or any other side affects other than some very light spotting. Happy with my first shot, I got a 2nd but it didn't turn out as the first shot did. I'm happy because there's no mood swings or really any mental side effects which is why I switched from the pill. However, I was told my period would completely go away or just be light spotting, but for some reason I have now been having a normal/heavy period for over a month now which concerning. I've also been experiencing a lot of headaches, and cramps that can get so bad they'll sometimes wake me up from dead sleep. I'll be going to the doctor soon to get off of this, blood loss is not fun :c don't think this is super common though",2
Was on Bydureon and my insurance quit covering it. It worked really well. Now I have to use Tanzeum which does not work nearly as well. May need to up the dosage.,2
"I just started Sprintec four days ago, this is the first birth control ever for me I am 23. The main side effect on day one was nausea, I was so sick I slept by the trash can that night. It has been getting better though. I will write an update review when I finish the first pack.",2
"I have experienced chronic constipation since I was diagnosed with systemic lupus 12 years ago.  I have tried nearly every over the counter remedy with only short-term relief.  I have been on 182 mg Linzess for a month and am happy when it actually works.  Maybe it is too soon to decide if it is a great drug to relieve my constipation, but so far, it only stimulates a bowel movement 2-3 days/week; most often within 2 hours of taking the drug on an empty stomach.  The other days, I am bloated, constipated and full of gas.",2
"I have been taking Savella for a year now for my fibromyalgia. I was weaned off Cymbalta and on to Savella. The first month or so when starting on Savella I had extreme nausea, but when it passed it was worth it. It worked really well on my fibro symptoms and allowed me to be somewhat active again (gardening, swimming, chasing my young children). About 2 months into taking Savella I started having dizziness and heart palpitations that caused me to suddenly feel like I was going to pass out and then I would vomit. My doctor lessened my 30mg dosage to 20mg and the episodes stopped, but my fibro symptoms slowly started coming back. So then I went up to 22mg to treat the symptoms. Now, after being on it for a year it has stopped working.",2
Helps overall but leaves me with a terrible hung-over type grogginess until mid-afternoon the next day. Doctor said it should go away after a week but no luck - still had the next day druggy haze feeling even after 3 weeks on it.  I do still use it occasionally for bad shoulder or back spasms but not everyday for my fibromyalgia anymore.,2
I took Doryx for 2 months and it worked. I stopped taking it and it started coming back in 2 months. Now I paid $220 to buy it again as my insurance would not cover it.,2
"I have been on Yaz for hormonal acne for about 3 years now. Let me just say the first two years were awesome. No chin breakouts, less oily. Now for some reason it is no longer working. I am getting painful cysts again around my period. I thought it was temporary but I started noticing it in December and it is now September. I'm nervous to get off of it for fear it will be worse. It worked for me for some time but now I have to find something else.",2
"This was great birth control for the first 2 months. No mood swings, no weight gain, however my chest size did increase a little. My third month, unfortunately I started experiencing leg cramps which made me have to switch.",2
"Worked great on my cough. Made me a bit restless though. I was able to take it during the day and not be sleepy, so that was a plus.",2
Every day I'm nauseous and headaches. It works great though.,2
Really good for sleep when not too anxious(22mg) but when over anxious doesn't work for me. I didn't find it very good for suicidal tendencies/depression.,2
"At the moment I am having an episode of severe depression and anxiety which has been extremly debilitating for the last 2 months. Im unable to work, socialise or even speak to anyone at the moment. As this is the worst ive ever felt I decided i now need medication. I have been on 20mg setraline for almost 2 weeks. I take it in the morning. I have had trouble sleeping some nights as I just feel wide awake. It has stopped me sleeping through the day which I was doing a lot of. When I do eventually sleep it is a bit hard to get up in the morning but once up im fine. Ive had a couple of good days and bad. I sometimes feel a little 'wired'. Ive invested in a herbal tablet to help me sleep at night. Im hoping I will feel normal again soon!",2
"I am 18 and I have been using the shot for 8 months. If you do not want to get pregnant, this IS the shot for you! I had a period with the first injection but ever since then I haven't and I love that. It is great because it isn't that painful when receiving the shot, and it is awesome not worrying about it for 3 months. The problems I have with the Depo shot is weight gain. I am 2'3 and was 122 pounds, so I thought I wouldn't gain weight, and I was very wrong. I now weight 120! I also am very moody and sometimes feel depressed. Next month I will be changing to the patch because early aged osteoporosis runs in my family.",2
"I have taken Miralax since I was 3 years old due to a medical condition. The product does what it should, but after about 3 years it acquired a flavor that I can't stand. I mix it with other drinks and over time it ruins those drinks for me also. If you can get past the flavor it is a miracle product.",2
"It seemed to help but I have lost all sense of taste and smell. If I had known this was a possibility, I would not have taken this medication. Not happy.",2
"Have been on zoladex once a month injections for a year now. Awful side effects for the first 8 months . Terrible joint pain, hot flushes, bowel habit changes, bad mood swings, complete lack of sex drive, depression that drive me to contemplate my place on earth, lethargy . Also massive weight gain ....Over 2 stones. The plus is I now am free from periods and the horrific pain I endured. Prior to zoladex I had an ablation where they burnt off my womb lining. This was unsuccessful . Make your choice as the side effects are really awful but the pain I suffered was so life limiting . I would be screaming out in pain unable to move a muscle. Now I am pain free.",2
"Been on Cymbalta now for approximately 1 year. My moods are stable, less pain, generally feel better. However, one side effect is unacceptable. On this medication, I feel like I am no longer male. Less desire, followed by greatly reduced sensitivity, as well as inability to maintain an erection longer than a minute make married life most difficult. I tried to come off the drug. It is extremely difficult. Dizziness, light sensitivity, horrible headaches, and extreme irritability.",2
"I thought that this would clear up my face, (was hoping at least), and it didn't. I mean I break out just like I did before and it's annoying, however if you don't have acne and you want a good birth control I highly recommend this because it really does do it's job. My periods are always on time, and they aren't unbearable at all. I think I gained weight, but then it went away. So it didn't affect my acne, and I think it's a good birth control.",2
"I'm 34 years old with 2 kids. I had the Paragard IUD inserted 3 &amp; 1/2 yrs ago shortly after the birth of my 2nd child. The procedure was quick. I experienced a little discomfort but nothing unbearable.  Fast forward to 2012, I requested my GYN remove the Paragard IUD today. It took all of 30 seconds to remove  but did leave me spotting. My reasons to remove included the following: 1) shortly before my period I would spot for approximately 3-4 days and then proceed to bleed for a minimum of 9 days 2) constant vaginal discharge which resulted in me having to wear a panty liner daily and 3) since it's insertion, my cravings for sugar have tremendously increased. After 3 years, I finally just had enough of dealing with these side effects.",2
"Sexually frustrated me and I was a little bit aggressive coming onto it. EVERYONE has a specific anti-depressant that will work for them. It's all trial and error. However, even though it didn't work for me, I'm a fan of the medication. Prozac, however, did the job.",2
"Lost about 8% of body weight (20 lbs) initially. I'm going into month 3 and I'm not sure this is reducing my sugar enough. Big issues with various infections, like 2 in the past 2 months. It does also seem to CAUSE sugar cravings, as the last reviewer mentioned.",2
I have had reflex sympathetic dystrophy syndrome for 11 years and I now take 2400mg of Neurontin a day with very little side effects. I would rate it a 2/3.,2
"It worked but the first day of taking after my vertigo issue I slept all day &amp; all night. Took second day and all I did was sleep, I can't take it and function and definitely go to work and take it. I walk around in a fog even if try to keep busy while taking during the day.",2
Is expensive but takes the edge off. I use for L-spine DJD and combine with 300mg Neurontin for best effect. Less problems with gastrointestinal upset without hassle of narcotics. Some skin irritation (ask for a sample if you have sensitive skin). Some trouble keeping in place.,2
"Great at lowering blood pressure (220 to 124 using 3 mg). But body aches, dull headache often noted. My doctor wanted me on 20 mg but that was too uncomfortable.",2
"I was diagnosed with narcolepsy a little over a year ago. As I was just about to start my senior year of college, I knew I needed to start a medication in order to get through classes and homework so I started on Nuvigil 120mg. I immediately noticed a huge difference in my quality of life. I had forgotten what it was like to be focused and alert throughout the day and would suddenly realize it was 9pm and I was totally exhausted. However, side effects started to take over the benefits for me and I started to experience problems with jitters, a sort of lingering morning sickness feeling, and anxiety. I stopped taking it due to these side effects, but sometimes now I feel the exhaustion is worse than dealing with the side effects.",2
I need help. I'm 12 years old and I've been struggling with depersonalization and derealization. It started after a massive panic attack and during the panic attack my body felt numb my heart was going crazy my vision also went weird and after that nothing's been the same I fell very detached and like I'm in a dream. I went to my GP and he prescribed me 3mg of citalopram with 20 mg of stresam. It's now day two and last night I woke up sweating and felt as if I was twitching I also have stomach pain and I feel very anxious and scared that it won't work and I'm very panicky about taking it after reading the side affects I can't stop over thinking and I feel I'm on the verge of having another panic attack I'm so nervous and I need advice.,2
"I've been taking Arava for 12 months or so now. It worked in the early days but now, I have quite severe pain and am looking at starting to take Infliximab along side the Arava.  With regards to side effects, none apart from the persistent, annoying tickly cough, which I've had now for about 2 months.",2
After having tried everything available - natural/diet/hormonal - fluoxetine is the only thing that combats my severe PMS.  Downside is complete lack of sex drive and blunted emotions.  Going to try to reduce from 20mg every day to 2 weeks before period.  ,2
Knocked the cough but I still have the cold.,2
"IMPORTANT: I started Yaz about a year ago and at first I noticed nothing. Then I became extremely irritable towards my boyfriend for no reason. My breasts grew a full cup size (plus), BUT Yaz gave me a yeast infection for four months and made me gain ten pounds. I know everyone is different but I really did not notice how much weight I gained, my infection is terrible and I am switching.",2
"I've had BV for a while but I thought it was in response to getting the mirena IUD a few months ago. My doctor just prescribed me the 2 pills a day for 2 days of metronidazole, and my last day to take the medication is tomorrow but my symptoms have hardly improved. Maybe a little better on the smell, but still itching. I've been avoiding having sex due to some research on the internet telling me I shouldn't do so while on the medication, but had sex once and there really wasn't any pain. Hoping the symptoms will clear up but I'm feeling discouraged since I've been on the meds for 2 days now.",2
I am new at bc. I just had a baby in Nov. 2012 and got the shot in Dec. 2012 by Jan 12 I started spotting and I have my period now for two weeks non-stop. That has me in a terrible mood. Besides this no other complaints.,2
"I had Skyla placed in May. I have gained about 20lbs since then, which sucks. I'm not good with birth control pills so I guess I'm stuck with the weight gain.",2
"After using medication for 4 days my feet, legs and ankles swelled",2
"I'm on my last week of accutane and have been taking it for 2 months. All of my acne has cleared up except for one or two pimples but I still have acne scars left. My only side effect symptoms at first included dry lips, dry eyes, back pain, and blurry vision, but now I'm experiencing mood swings and depression. It is not severe but I have noticed that I've been acting different for no real reason. I honestly can't wait to get off the drug just to return to my normal self and feel like I have more control over my emotions. Overall, I think the side effects are worth it for the results that I've gotten from accutane, but I am worried that after I'm done taking it that my acne will return.",2
"This would be my second month on Junel. I've been on Birth Control for about 3 years now. I changed due to spotting and increased mood swings with my previous birth control. Since the switch I have had shorter periods about 2-3 days, but I have gained major weight and increased appetite. I switched up my regular exercise routine and still have not managed to drop the extra 2 lbs ",2
"I wanted to share my experience with Kariva because I've been on it so long, 11 years. Pros include no weight gain, minimal mood swings, minimal bloating and shorter periods. Also some contraceptives can cause complications with getting pregnant when you actually Want to but this pill was effective when I used it and caused no issues when my husband and I decided to have a baby and stop using the pill. Took me two weeks to get pregnant. The only bad thing was awful debilitating migraines I dealt with for years that only stopped once I got off this pill. But it got me this far and I liked it better then a lot of other options.",2
"I have been on Sprintec for a year and a half. I have been on one other birth control previous to this. But with Sprintec I can always count on my period being the same time every month down to the day, it is also a very mild period and my cramps are about the same as they were. I also have a clear complexion. My complaints with this birth control would have to be the constant headaches and my sex drive has decreased quite a bit. I have also been sleep deprived at night and excessively sleeping during the day. My boyfriend also says that he has seen a difference in my mood since I have started this particular birth control",2
"Positive and Negative points . Makes you gain weight, feel moody and bloated. Fluid retention is bad.",2
"Ok, I took pictures of Wk0 and Wk1 and can see a big difference. That first week I had energy for days and could feel the pounds dropping off. Well, I'm into Wk2 and the energy has gone and the pounds don't seem to be dropping any more. I'm not gaining or having overwhelming hunger urges, but it seems to have fizzled a bit. I may call and see if I can up the dose to twice a day. Still not weighing in, waiting till I go back to the doctor's. No real side effects either. I hadn't done my 30 a day either so that will help. I'll keep you posted.",2
"Just in my first week of taking Celexa 20 mg for depression and mood swings. I have had a terrible headache since I took the first dose, very nauseous, and this yawning - gagging thing is worrying me, but mood wise I can already tell a difference. I hope it continues to work well.",2
"I have been on the Savella now for about 2 weeks and minus the chills some and hot flashes I think its actually working for the fatigue and fogginess. After recently going through radiation treatments for breast cancer, between the radiation and fibromyalgia my energy was so low I didn't think I would ever get out of bed again. But, like I said right now I'm thinking it's working miracles because I have more energy than I've had in years and pray it keeps working.",2
I was honestly writing for the last 30 mins while having an attack and I had taken one of my pills and I'm now sitting here &quot;fine&quot; ... also the page got closed and deleted all that I had been writing but it was probably for the better because I was honestly crying my heart out ..,2
"I have had panic disorder since I was about 2. It came and went and has caused me severe avoidance issues throughout my life.  I have been taking Paxil for about 8 years and it has worked wonders. It has been awesome...until recently.  Within the last 4 months, it just seems to have quit working well. I am having severe attacks from time to time, but I am starting to avoid things/situations.  It did make me gain about 30 pounds. I tend to clench my jaws and I startle easily, but those are the only side effect I notice. My family and close friends say I am much more of a pleasure to be around while I am on it.  I am not a mean person nor have anger issues, but I am just not so anxious and uptight.",2
I had my colon removed due to Ulcerative Colitis and have been running to the bathroom regularly. I was taking 8 Lomotil a day and still going 8 times a day.,2
"Started taking this medication about a week ago for Sciatica related pain, I had L2-L2 back surgery 3 years ago and get flare ups of pain from post surgery. It has helped the pain a fair bit, I still feel the right buttock pain when driving my car but other types of sittings is much better. The side effects are not so good, ablot of bloating. I feel like I have a balloon in my tummy; upset stomach; light headed and dizzy. With having vertigo in the past its hard to tell if is Vertigo or the medication.  Doctor wanted me to try it for 2 weeks but will go see him today after 1 week and have a chat with him about it. My dosage is 2 pills per day with food 20MG. I will ask if taking 1 per day may be and idea and who knows it may be enough?",2
"Have been on Celebrex for a year.  Initially for TMJ issues, then picked up mild-to-moderate rheumatoid arthritis last summer.  Been on it continuously except for a couple month long steroid regimens. I wouldn't call it a miracle medicine, but it knocks my inflammation and pain back about 20%.  Certainly not as effective as the steroid, but 20% is enough to keep me fully functional and unlike the steroid, I have minimal to zero side effects with it.",2
"I got Implanon in October 2011 while on my period. At the end of that cycle I did not get my period again until October 2012. It was the best year ever! No mood swings, not worrying about a pill, my weight stayed the same, and my sex drive increased. I'm also a huge whimp about needles but insertion didn't hurt. However, from Oct 2012- present (Jan 2013) I've gotten my period erratically from every other week to every 2 weeks. I'm going on vacation soon and the unpredictability of the medicine is starting to seriously irritate me (and put a damper on my daily routine). I hate to give it up because the first year spoiled me so much! But I'm afraid the aggravation of the unknown may have me removing it in the very near future..",2
I first got the Implanon in March of 08.. wasn't bad at all. I loved it up until March of this year. For the first two years I had my period at the beginning of the year and at the end of the year. In March of 203 I began having very heavy periods that lasted a good week or two. Then things really picked up this summer and after talking with my husband I decided to get it taken out and see if things straightened it (only time will tell). Thinking about getting a new one sometime next year. I really loved having it!,2
